Neutroticism:Anxiety,Neutroticism:Angry Hostility,Neutroticism:Depression,Neutroticism:Self-Consciousness,Neutroticism:Impulsiveness,Neutroticism:Vulnerability,Extraversion:Warmth,Extraversion:Gregariousness,Extraversion:Assertiveness,Extraversion:Activity,Extraversion:Excitement-Seeking,Extraversion:Positive Emotions,Openness:Fantasy,Openness:Aesthetics,Openness:Feelings,Openness:Actions,Openness:Ideas,Openness:Values,Agreeableness:Trust,Agreeableness:Straightforwardness,Agreeableness:Altruism,Agreeableness:Compliance,Agreeableness:Modesty,Agreeableness:Tender-Mindedness,Conscientiousness:Competence,Conscientiousness:Order,Conscientiousness:Dutifulness,Conscientiousness:Achievement Striving,Conscientiousness:Self-Discipline,Conscientiousness:Deliberation,Novelty Seeking:Exploratory Excitability,Novelty Seeking:Impulsiveness,Novelty Seeking:Extravagance,Novelty Seeking:Disorderliness,Harm avoidance:Worry & pessimism,Harm avoidance:Fear of uncertainty,Harm avoidance:Shyness with strangers,Harm avoidance:Fatigability & asthenia,Reward dependence:Sentimentality,Reward dependence:Warm communication,Reward dependence:Attachment,Reward dependence:Dependence,Persistence:Eagerness of effort,Persistence:Work hardened,Persistence:Ambitious,Persistence:Perfectionist,Self-directedness:Responsibility,Self-directedness:Purposefulness,Self-directedness:Resourcefulness,Self-directedness:Self-acceptance,Self-directedness:Enlightened second nature,Cooperativeness:Social acceptance,Cooperativeness:Empathy,Cooperativeness:Helpfulness,Cooperativeness:Compassion,Cooperativeness:Pure-hearted conscience,Self-transcendence:Self-forgetful,Self-transcendence:Transpersonal identification,Self-transcendence:Spiritual acceptance,Primary Trait Dimensions:Well-being,Primary Trait Dimensions:Social Potency,Primary Trait Dimensions:Achievement,Primary Trait Dimensions:Social Closeness,Primary Trait Dimensions:Stress Reaction,Primary Trait Dimensions:Aggression,Primary Trait Dimensions:Alienation,Primary Trait Dimensions:Control,Primary Trait Dimensions:Harm-avoidance,Primary Trait Dimensions:Traditionalism,Primary Trait Dimensions:Absorption,Folk Scales:Dominance,Folk Scales:Capacity for Status,Folk Scales:Sociability,Folk Scales:Social Presence,Folk Scales:Self-acceptance,Folk Scales:Independance,Folk Scales:Empathy,Folk Scales:Responsibility,Folk Scales:Socialization,Folk Scales:Self-control,Folk Scales:Good Impression,Folk Scales:Communality,Folk Scales:Well-being,Folk Scales:Tolerance,Folk Scales:Achievement via Conformance,Folk Scales:Achievement via Independence,Folk Scales:Intellectual Efficiency,Folk Scales:Psychological-mindedness,Folk Scales:Flexibility,Folk Scales:Femininity,Special Purpose Scales:Managerial Potential,Special Purpose Scales:Work Orientation,Special Purpose Scales:Creative Temperament,Special Purpose Scales:Leadership,Special Purpose Scales:Amicability,Special Purpose Scales:Law Enforcement Orientation,Special Purpose Scales:Tough-mindedness,Honesty-Humility:Sincerity,Honesty-Humility:Fairness,Honesty-Humility:Greed Avoidance,Honesty-Humility:Modesty,Emotionality:Fearfulness,Emotionality:Anxiety,Emotionality:Dependence,Emotionality:Sentimentality,eXtraversion:Expressiveness,eXtraversion:Social Boldness,eXtraversion:Sociability,eXtraversion:Liveliness,Agreeableness:Forgiveness,Agreeableness:Gentleness,Agreeableness:Flexibility,Agreeableness:Patience,Concienciousness:Organization,Concienciousness:Diligence,Concienciousness:Perfectionism,Concienciousness:Prudence,Openness to Experience:Aesthetic Appreciation,Openness to Experience:Inquisitiveness,Openness to Experience:Creativity,Openness to Experience:Unconventionality,Scales:Complexity,Scales:Breadth of Interest,Scales:Innovation,Scales:Tolerance,Scales:Empathy,Scales:Anxiety,Scales:Cooperativeness,Scales:Sociability,Scales:Social Confidence,Scales:Energy Level,Scales:Social Astuteness,Scales:Risk Taking,Scales:Organization,Scales:Traditional Values,Scales:Responsibility,Extraversion:Affiliation,Extraversion:Dominance,Extraversion:Exhibition,Agreeableness:Abasement,Agreeableness:Even-tempered,Agreeableness:Good-natured,Independence:Autonomy,Independence:Individualism,Independence:Self Reliance,Openness to Experince:Change,Openness to Experince:Understanding,Openness to Experince:Breadth of Interest,Methodicalness:Cognitive Structure,Methodicalness:Deliberativeness,Methodicalness:Order,Industriousness:Achievement,Industriousness:Endurance,Industriousness:Seriousness,Adjustment:Empathy,Adjustment:Not anxious,Adjustment:No guilt,Adjustment:Calmness,Adjustment:Even-tempered,Adjustment:No somatic complaints,Adjustment:Trusting,Adjustment:Good attachment,Ambition:Competitive,Ambition:Self confidence,Ambition:No depression,Ambition:Leadership,Ambition:Identity,Ambition:No social anxiety,Sociability:Likes parties,Sociability:Likes crowds,Sociability:Experience-seeking,Sociability:Exhibitionistic,Sociability:Entertaining,Interpersonal Sensitivity:Easy to live with,Interpersonal Sensitivity:Sensitive,Interpersonal Sensitivity:Caring,Interpersonal Sensitivity:Likes people,Interpersonal Sensitivity:No hostility,Prudence:Moralistic,Prudence:Mastery,Prudence:Virtuous,Prudence:Not autonomous,Prudence:Not spontaneous,Prudence:Impulse control,Prudence:Avoids trouble,Learning Approach:Education,Learning Approach:Math ability,Learning Approach:Good memory,Learning Approach:Reading
53,70,67,93,60,60,10,3,10,10,57,13,83,90,47,87,90,77,20,37,53,67,77,70,27,40,67,50,43,73,67,17,17,70,67,43,100,87,27,3,0,67,33,67,53,77,23,10,33,33,53,40,60,50,33,17,67,50,3,17,17,77,23,67,70,80,73,53,23,83,7,0,0,3,0,27,23,40,60,57,37,70,30,10,43,67,67,50,53,33,23,40,50,3,53,40,27,63,30,60,70,47,57,37,40,3,0,3,10,30,47,40,40,33,60,87,73,83,90,63,80,90,83,63,50,43,40,67,23,0,17,43,60,37,17,30,7,33,0,40,43,30,60,43,53,80,90,87,80,73,50,43,80,33,37,60,30,63,30,13,13,73,43,7,33,27,27,0,13,13,80,10,27,50,53,40,3,43,23,67,40,87,30,43,30,77,89,93,78
67,37,43,57,30,73,70,30,53,60,47,70,70,73,57,80,53,20,80,67,83,70,73,83,70,77,53,50,40,27,80,57,27,33,27,43,53,33,83,50,70,53,30,43,53,63,77,80,47,27,57,80,83,70,60,70,37,63,80,77,60,57,53,37,40,27,40,37,60,57,53,47,57,50,57,47,70,83,80,47,50,67,57,57,70,67,70,70,30,53,60,60,40,70,70,57,47,40,73,20,47,50,53,67,83,30,40,40,67,50,80,60,77,60,37,77,53,67,60,70,67,60,67,70,50,70,50,70,53,60,63,57,50,47,90,73,47,77,17,40,67,43,57,43,33,70,60,67,60,40,67,40,67,27,77,50,57,37,63,73,70,83,70,43,73,73,70,60,43,40,77,33,60,67,77,80,53,63,20,67,67,70,77,50,57,40,50,57,39
60,33,33,57,90,40,50,30,37,27,23,57,97,70,73,77,93,83,63,73,90,50,83,80,60,30,67,23,33,53,63,37,43,57,33,47,67,77,73,40,37,23,30,60,33,50,53,57,70,33,20,60,90,63,53,50,83,77,37,57,23,63,53,57,33,63,57,43,17,77,37,47,37,57,43,63,67,47,63,63,50,40,37,17,53,67,83,67,63,50,50,40,53,53,57,40,50,67,47,57,70,43,57,40,73,47,33,30,30,50,57,53,67,33,37,67,53,53,80,77,97,93,67,70,50,73,47,43,53,37,30,43,40,27,13,47,33,33,17,30,63,37,53,53,57,73,93,70,80,57,43,30,63,27,90,53,37,57,67,37,40,80,47,50,53,33,53,53,30,30,77,13,73,60,93,83,37,47,33,47,57,50,30,43,17,80,22,93,50
87,87,60,73,80,67,27,20,43,47,80,20,73,60,43,67,83,77,47,20,47,20,60,57,47,37,27,37,27,23,77,67,77,90,83,50,87,77,30,20,17,73,33,53,57,43,27,33,47,30,13,27,43,33,17,17,53,47,10,30,53,60,20,87,83,57,27,10,20,33,37,30,20,37,27,37,33,40,20,13,17,53,27,13,43,70,70,50,57,47,20,30,70,47,37,43,27,47,20,43,43,47,87,30,23,27,33,20,20,20,23,20,13,37,33,43,23,47,63,73,77,77,43,77,17,37,83,73,20,20,23,63,93,30,3,20,20,67,20,23,10,23,60,37,70,77,73,50,43,27,43,30,63,10,17,17,27,27,13,23,30,37,57,43,37,60,23,33,33,37,73,37,33,23,40,37,20,13,27,43,20,80,37,13,23,87,72,87,83
70,80,77,80,57,60,43,30,40,50,40,43,30,63,60,60,57,57,20,43,60,40,43,67,50,77,60,60,67,40,57,47,73,60,80,47,57,63,63,27,20,50,57,70,63,80,10,20,37,23,43,43,83,33,50,40,67,73,53,13,57,80,43,90,80,93,53,43,60,70,43,53,43,60,50,37,47,23,50,37,7,47,7,10,23,23,43,27,17,40,20,13,30,30,37,60,20,30,37,30,33,37,70,50,50,53,50,53,37,47,27,30,20,77,80,73,67,60,57,47,43,40,53,43,27,43,63,60,43,47,33,57,37,73,43,37,53,53,47,37,27,27,57,13,57,77,70,47,67,53,70,70,77,33,27,37,7,43,20,17,17,33,53,27,13,53,20,50,50,40,63,53,63,40,80,83,53,47,53,80,37,73,47,47,27,77,61,83,83
57,37,33,17,40,30,77,30,100,90,80,67,93,60,93,80,83,67,70,43,73,40,53,37,80,33,50,70,73,50,77,50,93,63,40,23,37,27,63,73,77,37,73,87,83,80,63,73,80,63,50,37,77,60,70,47,77,63,47,83,77,93,33,50,23,40,40,30,17,63,90,63,70,60,83,80,73,67,33,50,57,77,57,67,60,80,87,83,53,7,80,43,50,80,60,80,80,40,57,63,37,10,33,37,47,70,70,50,70,53,40,57,50,33,67,63,47,70,80,80,80,73,70,87,63,63,47,47,33,77,77,80,63,33,27,57,53,97,40,43,27,47,77,47,63,87,63,80,67,40,37,73,83,7,67,53,57,43,63,63,60,40,93,97,60,97,73,83,53,47,80,33,63,63,83,93,60,73,47,63,33,60,27,30,40,80,100,73,94
47,30,33,27,33,30,50,40,53,57,37,67,60,67,63,60,53,57,70,70,83,77,80,67,70,80,77,63,77,63,50,33,20,37,47,43,43,30,77,47,33,53,63,63,57,60,63,53,53,60,63,73,77,73,67,60,50,67,57,63,40,60,53,47,30,30,77,60,50,57,57,63,60,67,60,63,63,70,73,67,63,70,63,57,60,53,60,63,47,43,60,63,50,57,77,67,67,63,70,63,73,40,43,40,73,43,47,40,63,53,77,67,73,83,70,63,73,67,63,53,50,67,70,57,60,73,43,37,53,57,60,43,33,80,67,70,47,47,37,50,70,67,47,63,47,57,67,70,63,77,83,73,70,60,70,57,63,60,70,53,57,77,53,63,63,50,63,70,37,37,53,23,53,67,80,73,40,77,53,67,60,43,53,73,60,57,56,70,72
67,63,50,27,37,40,53,63,90,87,60,77,97,100,77,97,93,73,47,53,63,43,43,73,73,57,73,80,80,70,93,10,27,30,43,47,13,17,73,63,37,33,80,77,83,67,43,77,77,23,57,57,87,43,30,63,93,80,50,63,73,73,63,63,73,50,83,57,27,100,90,80,87,83,90,70,90,57,63,50,33,83,27,7,57,70,70,53,30,57,50,43,63,77,33,77,47,50,87,37,13,40,40,67,77,83,77,73,80,47,60,40,53,57,77,63,80,100,97,97,97,87,93,100,57,73,50,47,63,87,87,57,37,53,37,87,63,77,73,17,60,33,60,40,20,97,90,100,93,83,53,83,83,20,67,50,27,57,37,73,30,43,80,90,43,87,63,90,83,73,97,60,87,53,87,80,57,50,40,77,47,53,27,70,20,73,83,70,100
60,33,37,43,40,50,50,67,50,23,37,40,77,73,53,70,57,70,50,70,70,80,87,67,37,50,60,47,47,50,63,43,47,37,67,50,37,73,47,30,17,53,27,53,40,73,27,30,70,40,63,90,77,63,67,40,70,63,17,30,27,63,70,63,0,67,53,60,30,57,50,57,57,57,50,43,63,53,77,73,60,50,50,27,33,50,60,50,57,70,43,53,50,37,50,43,47,57,83,80,87,57,50,43,43,43,40,63,37,70,90,73,80,40,43,67,60,67,70,83,73,60,53,73,77,47,47,53,70,53,37,43,23,37,40,83,57,33,37,37,93,57,47,53,53,57,50,70,63,53,40,33,47,33,80,53,50,50,67,23,30,77,50,57,43,27,30,60,57,63,63,10,50,80,80,77,63,67,50,50,80,57,47,63,53,50,50,47,56
3,53,3,7,47,3,87,90,90,97,80,90,90,97,63,100,100,53,80,87,70,53,13,90,60,43,73,70,30,60,100,60,47,47,3,7,3,33,67,87,73,23,40,70,73,70,90,93,97,80,70,67,80,73,100,90,63,63,83,90,73,73,90,3,47,27,43,17,20,90,93,97,93,97,93,100,97,43,63,67,67,73,93,53,67,93,97,93,77,13,67,83,97,97,60,60,97,73,50,33,17,7,3,67,67,90,97,93,93,90,47,73,47,30,40,63,57,97,100,100,97,97,100,100,97,57,0,7,90,93,83,53,73,23,43,50,90,67,93,87,37,80,43,73,17,100,100,100,40,43,37,30,70,23,60,100,93,77,47,97,60,67,87,90,93,80,90,93,93,90,100,93,90,77,83,87,87,93,33,57,40,10,53,33,43,97,100,93,67
87,67,70,60,63,73,47,33,33,23,57,50,87,100,53,80,100,40,47,77,63,27,87,93,30,23,50,13,13,53,80,30,43,43,63,50,70,87,63,23,43,43,13,67,30,47,50,40,53,60,23,80,87,67,60,93,73,77,77,47,17,63,70,73,53,50,53,47,53,80,33,37,30,33,33,43,60,47,13,37,23,57,30,33,37,87,70,67,47,50,33,23,50,40,33,27,40,83,53,70,87,33,67,87,77,43,30,40,23,53,43,43,30,3,17,73,50,100,100,100,80,70,100,100,33,63,70,70,70,30,27,30,53,3,50,53,53,17,7,33,20,30,37,33,20,80,100,100,83,53,17,17,67,10,53,30,30,27,33,13,50,40,27,27,27,20,53,40,40,40,80,10,53,57,87,77,43,60,17,50,30,77,37,37,40,87,100,90,94
93,67,83,93,63,90,47,30,33,30,23,43,63,70,67,63,60,83,53,73,73,57,53,70,23,40,63,33,13,63,63,20,23,47,77,70,80,83,47,40,73,83,7,43,47,43,33,23,37,30,23,40,47,47,43,30,60,57,13,23,50,53,60,93,53,63,63,50,40,50,27,23,20,33,17,10,27,57,60,47,33,47,17,17,47,43,57,40,53,67,17,20,27,10,47,23,13,63,67,40,57,67,87,73,53,40,27,43,17,20,43,30,37,30,20,77,60,63,63,63,50,60,63,63,23,70,83,93,60,13,27,23,40,17,27,67,47,50,30,50,37,23,37,20,27,60,73,63,87,63,37,17,60,30,40,17,17,27,33,13,43,90,47,13,27,50,30,13,40,40,63,47,53,33,47,47,50,33,30,40,43,97,50,57,50,73,56,87,56
13,50,17,23,53,7,67,53,93,90,40,70,63,17,40,53,90,50,70,37,70,27,27,60,93,50,67,80,80,73,37,27,63,63,33,37,23,13,63,63,60,20,87,90,90,83,87,97,93,27,60,37,67,47,40,30,47,30,27,87,77,93,47,17,67,33,70,60,47,40,93,80,80,73,90,87,80,53,57,70,77,60,73,53,70,77,80,80,37,30,73,60,50,93,50,83,90,27,60,17,10,43,40,30,50,77,83,47,90,40,20,17,30,50,80,67,73,13,63,77,73,60,30,80,40,33,30,13,47,83,90,60,37,53,30,60,53,87,63,30,43,20,67,53,63,47,77,33,83,70,47,83,83,57,40,70,73,77,50,83,57,63,93,77,80,97,93,87,47,40,33,63,73,50,57,57,53,40,67,80,33,13,73,50,47,80,83,77,83
53,23,37,43,57,43,90,97,67,50,33,80,40,73,70,47,53,43,67,93,80,63,53,70,50,67,47,57,33,17,50,67,77,23,50,50,7,57,70,93,87,53,50,50,53,40,33,53,63,47,40,63,63,67,67,63,63,77,60,70,57,50,97,60,33,63,20,50,53,50,70,83,87,80,73,63,83,60,83,50,37,57,53,47,40,27,30,30,23,67,60,53,47,60,73,50,43,63,77,40,63,57,43,80,70,67,70,97,83,77,77,50,63,73,47,37,20,73,30,47,43,33,53,60,50,83,37,33,97,87,50,33,37,70,63,77,97,53,70,47,77,40,27,47,30,57,10,57,47,20,60,30,40,40,73,63,53,60,77,50,63,67,57,63,60,57,37,83,90,90,37,57,57,83,80,83,97,50,87,57,93,50,57,43,53,17,28,17,44
73,67,63,57,60,57,40,20,80,60,67,40,93,93,67,83,73,73,40,57,57,57,50,53,47,47,60,57,40,47,77,37,63,37,77,43,57,67,67,33,33,30,37,63,67,57,20,43,60,30,37,50,70,47,40,53,77,67,37,47,50,63,37,83,67,77,53,30,27,80,70,47,47,40,60,50,50,53,40,37,23,60,23,23,27,60,53,47,50,27,37,27,57,50,43,43,30,63,57,33,37,30,67,43,67,60,53,30,43,33,43,43,37,50,50,57,50,93,87,80,77,83,93,80,63,63,73,37,37,53,37,40,70,47,43,57,37,67,30,40,50,57,67,47,47,77,93,93,70,53,57,37,63,23,27,27,23,40,33,33,23,37,67,63,30,80,40,60,37,30,87,23,60,37,70,70,30,60,27,50,23,40,27,33,13,60,78,67,72
80,53,63,67,50,67,63,60,30,43,40,73,50,53,40,70,37,53,50,60,83,70,73,80,30,60,57,53,43,40,73,50,47,40,60,57,57,50,70,50,23,63,63,70,53,53,33,33,47,30,40,67,80,57,83,30,63,77,67,47,17,57,63,77,43,63,43,43,53,67,27,40,33,53,37,30,43,37,73,53,33,40,27,37,33,27,20,23,27,60,23,30,33,30,53,37,37,47,57,47,63,47,73,50,60,47,27,67,57,83,70,70,67,57,63,50,53,40,33,37,57,37,40,50,70,43,70,73,63,37,60,40,43,57,43,57,70,20,43,73,43,63,37,20,43,80,33,43,63,43,43,53,57,23,63,30,27,23,47,47,37,83,47,33,37,30,33,40,70,60,80,33,63,83,70,80,60,83,77,70,70,73,47,43,40,17,50,17,61
33,10,10,27,40,27,63,33,53,80,33,80,80,87,67,77,73,83,80,67,97,87,83,80,83,73,70,47,53,83,50,17,17,60,13,17,33,27,93,60,17,57,67,63,47,40,80,77,80,53,63,80,97,93,90,43,63,80,50,83,40,50,57,23,17,23,87,43,20,70,60,60,67,67,67,73,73,77,53,83,87,83,77,67,83,60,83,80,43,47,73,83,60,73,83,57,83,53,53,63,67,30,27,40,87,43,50,47,87,83,80,90,80,73,50,60,73,80,70,63,67,83,83,60,80,77,17,50,57,67,70,67,43,77,23,53,63,53,37,73,80,87,43,53,63,73,83,70,83,87,73,57,57,47,93,83,77,77,90,77,60,70,60,67,90,53,80,73,43,30,67,20,37,90,100,90,50,97,60,60,70,63,37,60,50,77,67,83,72
30,33,37,33,63,37,37,53,53,53,77,43,60,60,70,83,67,87,73,73,67,70,60,67,57,63,53,63,57,43,87,53,53,50,27,17,50,47,83,47,47,53,73,70,77,63,73,73,77,73,33,70,70,73,77,37,40,60,17,60,53,73,47,37,27,33,40,30,20,43,57,57,47,63,53,63,57,57,43,43,50,60,60,73,67,73,63,67,57,30,40,47,47,60,63,63,53,73,43,53,57,23,27,33,83,50,53,60,50,67,60,73,60,67,70,57,40,53,70,40,63,73,53,47,90,77,30,43,47,60,67,47,63,67,10,43,50,60,43,63,57,73,47,60,63,90,60,67,60,40,63,70,73,17,70,70,60,53,67,60,80,73,77,60,60,67,73,60,63,60,93,30,37,63,77,73,47,80,60,67,57,43,47,30,63,57,78,63,83
63,20,60,77,43,57,30,17,50,27,60,40,83,47,27,73,80,63,30,37,50,47,53,23,40,20,37,27,13,27,73,57,30,80,50,50,83,93,20,10,13,30,0,43,43,27,40,40,47,7,53,50,43,47,63,17,53,10,7,10,73,43,40,67,40,80,33,33,27,50,47,37,30,43,33,33,43,40,30,40,57,67,23,7,30,70,57,43,53,53,37,43,57,37,47,30,33,33,30,27,57,57,67,40,23,27,43,33,7,40,40,43,57,13,7,60,33,53,93,90,73,73,53,93,53,13,53,47,40,27,17,57,70,13,17,30,33,80,20,37,60,40,63,53,73,67,90,60,60,33,30,7,47,17,77,47,23,53,80,10,33,43,57,40,43,73,23,37,37,37,77,30,57,47,47,50,40,67,0,33,17,50,57,23,23,83,100,87,83
30,40,70,70,43,57,7,27,0,23,70,33,60,47,23,60,27,63,67,67,47,87,97,20,33,30,50,7,37,63,60,37,53,47,37,20,93,53,20,7,0,50,30,33,7,33,70,13,37,90,40,63,23,60,70,23,23,23,20,27,0,33,7,47,33,43,63,27,43,40,3,7,3,20,3,40,20,63,47,53,57,67,33,63,37,43,43,57,70,47,37,20,57,3,57,30,37,83,33,80,100,30,30,3,17,3,3,10,27,57,73,73,67,33,27,40,60,40,40,40,33,30,30,30,63,10,30,33,7,7,50,20,77,30,37,33,7,0,3,53,53,77,77,73,80,57,23,30,67,63,37,23,30,20,73,70,33,60,60,50,73,80,13,7,30,0,37,7,27,37,60,3,37,70,23,20,3,87,43,27,80,37,60,33,40,53,56,57,56
73,67,70,53,53,67,53,83,73,40,53,60,77,83,70,73,90,83,47,60,57,33,37,63,63,23,50,57,57,43,67,57,80,43,47,50,27,67,60,60,70,57,33,57,63,53,43,67,57,53,47,53,63,63,50,50,67,60,20,33,67,63,83,63,57,63,43,43,7,73,73,53,73,50,70,43,73,53,63,47,30,47,33,37,63,73,63,50,63,57,47,33,73,63,53,50,43,60,53,57,47,53,60,80,67,70,63,77,43,50,27,53,30,33,53,43,43,97,87,70,90,87,83,73,63,80,60,63,83,70,33,37,43,33,17,53,70,77,60,50,17,63,30,30,20,73,77,97,50,43,47,50,67,27,40,40,33,33,33,33,43,63,73,53,57,77,57,60,77,80,73,47,53,40,63,57,70,67,20,43,30,67,37,43,27,80,61,83,61
70,43,53,53,73,50,33,67,60,53,87,53,67,97,37,80,93,90,77,33,63,73,60,87,60,47,50,43,40,40,93,57,57,90,67,47,40,73,40,27,13,23,47,53,57,53,50,50,57,40,27,80,77,57,93,27,67,43,23,47,60,63,57,77,20,33,47,13,7,90,60,60,63,60,67,43,80,37,27,33,37,57,43,50,27,90,80,77,67,60,33,43,63,60,43,53,40,27,20,23,33,47,73,27,37,37,57,70,37,93,67,83,73,50,60,50,47,97,100,70,93,97,100,63,90,17,73,37,57,77,33,87,90,47,20,20,60,77,37,70,63,67,50,50,67,87,100,100,60,47,33,47,53,30,87,27,43,50,57,23,67,53,73,53,43,70,47,77,70,73,93,33,77,77,67,73,57,80,47,63,73,20,47,30,33,87,61,70,83
47,30,40,43,50,43,70,40,60,67,53,53,87,80,87,77,93,83,67,100,63,67,77,70,50,73,57,60,40,50,67,43,43,13,47,30,57,37,53,57,83,37,53,67,53,53,63,50,70,87,47,83,63,87,80,47,57,67,20,63,27,57,53,40,10,30,57,47,13,73,57,47,43,53,57,53,57,50,70,73,47,77,53,63,57,83,63,80,53,47,53,43,70,47,77,53,53,93,80,90,83,37,50,50,47,77,53,53,67,67,63,67,57,63,50,73,60,70,87,87,90,90,73,83,73,63,43,40,53,47,70,13,37,60,13,80,57,27,37,53,60,63,63,63,37,77,87,80,57,57,70,43,73,27,60,57,53,53,70,70,73,70,57,53,57,47,57,50,47,47,77,30,73,70,70,77,63,80,47,63,50,47,63,77,57,53,67,63,78
63,20,27,33,67,33,63,57,57,57,23,77,87,83,93,70,87,63,83,93,97,97,63,93,70,67,43,53,40,77,60,17,60,10,47,60,47,63,90,53,60,70,50,63,70,60,73,80,63,57,40,73,100,90,90,77,77,93,83,77,43,70,73,40,10,27,80,80,40,53,53,53,63,57,60,53,60,90,70,83,67,47,77,77,90,70,97,93,47,63,77,67,50,70,77,47,80,87,83,63,53,63,70,80,90,53,43,47,53,87,83,80,90,57,47,60,63,80,83,87,73,93,80,80,77,97,60,67,73,50,37,30,17,53,63,83,60,57,37,63,87,70,27,40,30,60,93,77,80,80,50,57,63,57,77,40,77,63,80,40,73,50,67,67,83,70,90,63,43,57,57,20,53,90,100,93,47,80,47,63,83,67,47,83,67,80,67,90,67
83,67,77,73,70,83,70,57,67,70,63,73,53,67,73,63,70,53,53,43,73,40,37,73,60,57,80,70,53,47,63,40,53,70,67,73,47,60,83,70,67,63,47,60,67,70,30,60,50,23,30,57,77,50,50,47,73,80,63,60,80,70,67,83,53,73,57,60,47,70,60,43,53,57,60,17,53,47,30,17,23,33,23,20,40,53,57,43,40,63,17,27,37,40,37,63,17,33,33,20,33,73,70,80,83,73,57,77,60,47,57,40,47,57,60,73,63,63,73,60,60,70,70,67,43,83,77,80,67,60,40,80,60,50,60,33,77,83,57,27,33,30,37,23,37,53,77,70,63,57,53,47,63,43,50,23,23,17,33,30,37,43,77,47,43,83,50,47,77,67,57,70,73,63,80,83,70,47,33,67,53,80,27,30,33,67,50,70,56
20,10,13,20,10,3,77,73,37,77,37,77,57,67,63,80,57,50,93,100,83,97,93,63,60,73,87,57,77,90,77,27,23,3,20,47,43,17,63,77,63,80,83,50,43,53,87,77,57,93,90,97,77,97,90,70,43,47,67,87,13,40,80,17,0,3,80,77,40,47,40,47,53,60,50,80,60,87,93,97,97,90,90,93,90,70,70,77,47,40,80,87,73,73,97,63,100,100,97,97,93,40,30,57,67,37,37,70,70,73,83,83,73,87,80,53,77,77,70,53,50,67,67,53,93,60,20,60,80,50,80,17,17,87,73,97,70,30,30,63,87,97,17,53,30,70,57,80,70,80,87,73,53,50,73,80,90,90,90,93,100,97,53,67,100,43,97,57,67,70,80,7,47,77,80,80,80,100,73,67,80,63,67,93,93,53,56,67,56
80,80,40,40,90,40,50,60,100,50,40,70,50,80,50,60,50,50,60,60,40,80,70,30,60,0,30,40,20,40,80,70,100,50,60,50,30,90,20,50,80,70,0,0,40,0,60,50,70,60,10,40,20,50,80,40,50,20,0,40,70,0,60,80,30,20,30,70,50,90,100,80,90,80,100,80,100,20,20,30,10,30,60,10,20,20,50,50,80,60,40,60,40,80,40,40,50,60,50,60,50,50,80,70,20,80,80,40,50,50,30,40,20,20,20,50,10,60,10,10,30,30,40,0,80,50,80,80,60,80,20,20,30,20,20,50,40,90,30,50,20,40,40,40,50,80,20,40,20,30,40,0,20,40,20,20,60,70,20,30,40,20,70,80,60,90,30,100,40,60,80,20,60,60,10,30,60,90,20,10,30,100,50,50,50,40,33,60,67
47,30,43,47,33,37,50,27,43,77,33,60,67,97,63,90,93,73,67,87,90,70,97,93,63,57,63,53,53,67,70,37,60,27,33,40,67,27,90,33,33,67,67,73,43,57,60,73,60,67,63,97,90,83,90,57,60,77,63,80,23,67,50,47,13,43,60,60,37,80,40,33,40,40,43,57,47,60,50,73,57,80,53,50,73,63,80,73,60,47,47,50,47,57,53,57,63,87,80,90,93,40,37,53,93,37,30,23,73,80,77,83,77,50,57,80,63,100,97,73,70,83,93,73,80,70,37,50,50,37,73,27,23,50,47,80,37,27,13,63,60,70,40,67,47,83,90,100,70,60,57,57,80,40,83,63,53,70,70,77,63,57,43,57,70,37,80,43,27,27,73,10,43,83,90,73,30,93,60,63,73,63,57,73,70,73,78,90,94
93,53,83,97,77,90,43,13,33,67,30,47,83,97,67,80,80,77,37,80,80,53,100,93,53,67,73,37,40,33,67,53,43,43,83,73,97,53,90,30,40,80,33,50,23,70,20,43,27,43,30,83,93,73,80,33,60,80,33,50,27,67,37,90,30,87,40,60,30,77,33,0,23,17,33,3,30,33,43,37,27,53,17,23,17,53,43,43,40,87,23,20,40,23,47,67,10,67,63,70,90,73,100,63,93,37,33,17,40,60,47,53,43,57,47,80,50,97,93,67,83,83,90,67,63,83,93,97,37,20,47,40,23,47,13,63,30,27,3,53,33,47,50,27,40,73,87,97,53,40,53,37,60,30,40,7,17,17,47,37,27,60,40,23,30,33,30,20,23,23,73,20,57,70,93,77,23,80,37,67,37,97,50,50,40,47,50,60,78
83,53,67,63,67,73,77,63,70,57,83,77,93,73,90,83,87,90,63,57,90,57,43,70,57,40,73,60,53,67,80,17,30,67,80,43,33,70,70,77,70,37,27,63,67,67,30,50,57,30,40,57,83,67,50,37,90,87,20,47,70,77,63,83,40,70,77,47,30,77,70,67,63,73,73,27,70,50,50,40,43,57,33,27,40,60,63,53,37,37,30,40,40,40,63,60,30,47,47,37,50,30,83,60,70,87,73,73,53,30,47,37,43,43,57,77,70,73,90,93,87,87,90,97,37,77,80,43,63,70,33,70,60,40,7,47,70,67,70,37,40,33,47,47,33,83,97,90,87,77,53,50,77,23,43,20,33,23,47,10,40,77,77,43,47,73,47,63,77,73,80,70,87,60,87,83,70,53,27,67,47,50,17,43,30,73,94,87,78
