,Neutroticism,Extraversion,Openness,Agreeableness,Conscientiousness,Novelty Seeking,Harm avoidance,Reward dependence,Persistence,Self-directedness,Cooperativeness,Self-transcendence,Primary Trait Dimensions,Folk Scales,Special Purpose Scales,Honesty-Humility,Emotionality,eXtraversion,Agreeableness,Concienciousness,Openness to Experience,Scales,Extraversion,Agreeableness,Independence,Openness to Experince,Methodicalness,Industriousness,Adjustment,Ambition,Sociability,Interpersonal Sensitivity,Prudence,Learning Approach
704,60,51,70,57,57,54,56,60,54,44,64,69,54,49,47,51,52,50,51,61,74,59,48,43,48,80,63,45,39,52,58,63,47,66
705,70,42,87,71,39,52,71,69,58,44,76,58,50,57,44,69,84,50,65,47,86,64,39,60,29,91,42,49,40,32,55,71,58,68
706,22,62,69,81,95,25,35,75,88,78,69,20,56,69,79,72,55,46,73,96,68,58,50,57,28,66,99,81,82,80,32,80,77,66
707,72,55,57,36,59,51,55,28,67,39,40,57,64,48,39,60,54,60,20,65,68,49,49,20,51,63,64,51,30,39,64,39,43,65
708,38,49,82,79,79,33,53,61,81,69,66,46,58,67,76,69,69,45,49,83,95,60,42,41,48,90,84,78,66,72,44,63,67,75
709,47,64,77,62,50,74,37,39,53,52,61,65,50,56,48,38,46,66,54,46,86,56,62,57,54,86,51,38,58,64,69,62,36,79
710,42,48,54,60,39,52,44,41,38,57,56,48,42,54,48,62,39,48,60,33,48,43,40,57,72,51,39,43,56,47,49,55,46,65
711,38,17,47,56,72,23,61,17,66,54,40,24,49,47,54,65,29,10,45,73,50,39,12,48,76,59,81,62,57,42,9,33,57,81
712,58,51,62,46,71,50,52,42,80,48,43,49,60,45,45,46,47,49,39,78,69,54,49,41,57,69,74,71,40,50,50,42,46,66
713,53,52,85,91,34,46,57,81,42,53,78,61,44,60,48,89,73,49,84,44,90,66,38,72,38,88,51,39,63,35,61,83,64,84
714,54,28,46,51,28,53,56,23,45,43,55,39,40,36,29,59,24,18,63,26,45,38,20,59,82,59,32,48,46,26,39,37,43,68
715,71,32,58,56,56,33,72,46,55,34,52,68,58,44,36,56,62,30,54,59,73,52,32,44,50,69,69,65,32,36,33,49,55,75
716,49,68,70,47,62,55,38,55,62,49,49,59,62,60,57,30,55,70,22,68,77,62,67,23,39,78,64,43,50,66,61,59,43,72
717,64,18,83,87,58,21,91,77,46,41,66,48,50,50,50,94,92,14,42,70,83,51,4,46,33,67,85,52,51,19,19,60,65,65
718,35,48,75,65,51,57,40,52,51,55,65,41,46,62,57,58,38,47,58,50,77,52,47,58,49,84,59,52,71,56,48,61,51,71
719,59,66,77,34,36,63,38,33,29,47,33,37,53,58,38,16,30,77,18,27,88,52,73,23,63,90,47,20,39,71,75,50,21,73
720,72,53,70,45,41,67,65,49,55,43,49,49,64,50,35,38,68,54,29,41,74,56,63,37,21,79,47,42,30,58,61,47,41,85
721,44,52,82,71,47,52,44,59,43,53,69,53,46,58,57,52,53,46,57,45,81,56,51,48,39,86,57,39,70,62,53,71,49,66
722,48,56,68,65,66,54,64,52,45,55,72,71,62,54,59,35,73,44,64,64,82,61,64,53,35,80,79,45,49,68,53,72,45,84
723,26,62,61,60,76,43,32,63,72,68,57,49,55,68,74,53,50,66,59,76,71,60,55,57,39,74,79,69,74,70,61,66,67,69
724,57,51,80,62,45,53,53,60,42,55,59,42,52,57,46,39,62,51,49,43,78,52,55,35,29,78,51,29,50,62,57,67,43,74
725,50,31,69,39,86,28,74,12,88,53,37,60,66,44,49,61,40,16,48,87,95,52,32,40,80,94,89,66,46,58,27,22,50,78
726,74,28,66,55,63,47,76,33,59,26,41,38,61,37,30,38,58,18,50,74,77,51,32,36,65,81,82,65,31,39,41,54,52,78
727,55,43,84,65,44,54,63,42,38,50,65,44,48,57,53,53,67,47,38,47,94,53,40,32,55,91,50,33,48,47,55,63,37,75
728,67,60,75,64,75,39,56,60,63,48,78,85,73,52,42,53,76,67,54,78,88,68,63,38,34,82,82,59,35,64,58,76,54,64
729,81,21,75,49,41,44,84,29,61,31,46,51,51,29,19,68,69,19,37,50,76,50,19,35,44,86,40,39,22,15,38,40,43,66
730,32,73,71,71,58,59,34,50,53,60,76,59,48,64,62,48,39,69,75,58,76,55,69,73,68,80,66,43,70,71,69,85,36,67
731,85,31,61,42,62,49,73,44,57,25,33,53,54,29,25,34,68,23,12,71,72,49,24,14,70,62,77,53,17,30,27,42,37,35
732,37,57,71,52,80,54,37,39,71,61,64,67,57,58,57,41,41,53,56,81,84,62,45,49,66,90,73,57,55,66,53,58,42,79
733,71,46,70,43,54,28,62,53,40,39,40,42,55,46,44,53,65,44,12,55,69,53,46,19,40,50,73,47,35,44,41,37,49,78
734,49,77,70,57,73,52,38,72,78,59,64,54,53,66,72,36,59,76,24,70,63,66,69,28,36,63,64,64,55,86,77,71,55,73
735,31,44,65,48,30,65,43,23,44,63,40,28,41,55,64,39,21,34,49,26,77,42,38,62,82,80,33,38,65,62,52,35,36,81
736,80,73,83,45,42,67,50,61,35,38,51,57,53,51,42,55,71,79,24,38,84,62,76,40,40,80,33,24,26,46,79,51,29,50
737,46,73,84,61,63,64,28,59,58,66,65,45,51,64,60,56,55,83,46,63,81,64,74,49,31,89,55,58,50,74,77,69,49,71
738,58,47,61,35,53,62,62,43,43,39,33,42,54,48,46,20,53,49,36,63,71,50,47,41,62,66,57,46,28,48,51,44,34,80
739,66,57,58,65,44,53,58,58,57,48,74,65,60,52,47,87,72,54,47,43,62,55,47,40,40,62,50,61,35,64,51,59,52,57
740,91,26,70,59,35,57,84,36,30,24,53,50,52,32,27,63,53,15,44,42,64,48,12,39,43,71,52,40,20,22,34,41,48,69
741,92,33,89,71,6,78,86,61,18,23,73,69,39,34,16,54,67,29,93,8,85,55,22,80,63,88,10,13,22,13,41,70,34,64
742,60,63,62,79,64,32,57,68,52,57,80,68,56,60,55,70,78,50,64,65,64,58,49,42,47,72,78,60,48,73,46,73,62,68
743,45,74,59,49,67,66,34,49,77,62,54,52,59,60,63,22,46,75,45,64,69,60,82,37,37,69,51,60,53,83,73,65,46,82
744,36,56,71,55,66,61,38,46,80,63,55,36,51,62,60,42,44,58,57,66,76,55,52,56,48,80,58,67,61,72,57,55,53,75
745,51,54,63,49,42,60,51,38,57,43,46,29,45,52,50,36,37,53,43,40,66,49,58,43,64,78,42,51,52,58,60,57,40,67
746,75,31,61,76,45,33,75,43,42,35,59,50,52,37,35,84,78,20,66,53,73,54,16,43,35,65,54,32,41,18,38,60,59,69
747,36,84,79,54,61,57,30,60,64,72,51,61,54,77,72,28,56,91,53,54,92,64,92,54,51,81,58,52,68,90,87,65,44,79
748,61,50,71,73,55,28,69,57,62,36,69,56,58,56,46,63,69,54,67,60,73,52,37,48,38,69,66,52,46,43,49,68,57,70
749,25,56,65,59,65,46,45,42,53,66,57,39,57,72,74,33,44,61,56,57,78,48,61,52,50,67,78,54,64,86,56,42,45,74
750,43,46,54,35,50,63,48,33,56,52,29,21,51,55,55,25,47,57,38,52,62,47,55,34,60,50,52,56,49,64,51,39,41,71
751,75,37,78,69,20,70,68,53,29,35,63,50,43,38,29,71,64,28,66,19,77,50,23,56,41,81,20,29,33,26,38,56,31,67
752,20,87,77,54,56,83,7,63,63,65,59,53,48,72,74,13,31,93,63,51,85,66,89,60,22,91,43,51,78,80,93,72,46,79
753,27,79,75,58,54,49,24,50,50,71,72,66,53,77,74,34,41,83,55,46,83,57,80,60,54,82,51,37,75,80,80,73,42,68
754,46,51,78,72,54,40,45,61,50,56,70,69,54,70,60,82,54,56,47,53,79,54,38,37,56,89,65,52,58,63,41,69,45,84
755,74,60,90,60,52,43,65,68,49,44,62,57,64,53,38,63,73,55,42,52,97,59,64,51,36,93,62,36,30,49,69,69,43,83
756,52,71,34,56,81,32,45,50,73,57,59,35,60,52,51,65,57,76,36,83,28,52,79,35,37,36,82,64,41,67,77,57,68,19
757,46,32,83,57,44,44,56,42,36,53,64,38,46,63,60,39,42,33,72,39,89,51,34,71,68,92,57,46,58,50,46,56,47,86
758,32,67,64,33,66,59,30,49,57,67,36,33,55,69,67,6,43,78,40,63,75,58,83,41,33,78,75,60,61,88,77,58,44,77
759,47,67,80,58,63,47,46,65,48,48,61,67,59,55,54,35,61,68,54,68,79,61,68,43,32,76,74,42,53,59,65,77,48,66
760,69,55,77,34,26,79,54,46,43,35,35,42,56,44,37,21,60,54,19,26,73,50,55,24,37,78,25,35,32,41,73,49,28,57
761,50,52,86,71,43,63,50,61,40,52,69,73,45,48,52,67,54,43,71,43,84,62,38,71,51,89,39,37,51,37,58,69,35,63
762,41,50,60,55,58,39,41,43,56,61,43,27,52,57,55,64,38,47,25,51,65,44,42,33,44,67,68,50,55,56,56,45,56,67
763,25,77,66,68,66,43,29,50,51,78,63,27,45,74,79,59,33,75,63,60,62,53,67,57,68,67,71,39,82,82,71,66,53,59
764,37,68,72,58,63,68,30,49,60,62,49,62,50,60,63,39,42,67,49,62,73,62,71,40,33,79,54,43,61,70,69,61,47,71
765,31,68,77,69,57,58,20,55,51,63,69,74,59,73,63,43,32,84,60,58,72,53,73,56,65,74,70,46,70,76,66,74,41,72
766,56,47,72,71,40,61,68,23,53,32,72,42,49,49,48,59,45,35,77,44,77,50,33,76,61,74,40,44,54,36,52,64,41,83
767,64,45,77,64,50,54,69,44,56,38,61,53,58,42,41,72,65,31,68,46,80,55,47,58,50,80,44,51,41,32,61,64,49,63
768,43,44,66,57,72,26,56,48,54,63,42,36,51,57,64,73,56,35,37,76,60,48,32,40,61,52,73,51,56,49,36,47,54,65
769,44,62,76,74,41,50,43,77,49,66,74,71,48,68,63,60,68,71,66,38,79,60,67,64,42,71,40,44,61,69,62,77,53,49
770,28,55,76,54,64,51,38,34,56,63,49,37,48,63,66,38,28,49,45,62,84,50,45,47,77,91,66,53,59,67,53,57,40,87
771,57,71,82,64,72,60,47,60,70,47,71,69,64,60,57,28,77,73,62,75,94,69,71,52,23,95,72,58,44,64,80,77,51,74
772,78,36,82,72,67,47,68,69,63,30,63,56,52,52,40,74,69,38,60,77,76,61,26,31,43,82,77,62,31,36,48,62,64,71
773,35,81,80,50,81,51,25,59,75,68,60,58,60,73,71,29,53,88,49,79,90,68,87,46,31,91,80,58,59,85,87,65,46,78
774,72,61,49,55,47,59,59,72,46,39,48,60,57,51,39,41,69,65,39,50,38,50,60,33,30,42,50,48,36,52,66,63,52,30
775,79,32,53,59,39,73,72,38,48,21,48,52,50,31,20,53,50,22,54,47,65,41,28,44,60,71,49,32,40,20,39,48,38,55
776,22,32,79,50,76,43,27,24,68,71,33,29,37,60,63,38,9,31,65,82,83,50,30,48,90,89,79,62,67,69,28,35,47,75
777,23,53,69,74,68,43,43,30,54,71,68,48,44,61,70,82,30,38,67,72,81,52,26,64,80,95,65,53,70,65,51,57,42,77
778,65,54,79,61,49,65,54,62,52,44,68,86,55,45,34,54,63,59,43,50,87,60,60,40,46,84,47,43,36,47,61,68,40,65
779,80,22,51,38,32,50,88,28,26,26,26,22,44,28,22,41,57,15,28,38,46,39,22,25,73,49,43,26,22,20,39,37,34,53
780,23,57,23,37,83,37,32,50,79,77,41,46,63,69,77,43,45,69,16,78,21,48,67,23,47,25,79,82,62,91,40,36,60,65
781,67,29,77,74,52,26,66,71,38,43,58,49,52,57,47,75,76,39,45,57,78,55,27,48,42,68,74,53,46,41,25,61,59,58
782,65,36,79,54,22,52,66,21,22,32,46,31,38,46,39,37,52,31,37,25,77,46,21,41,70,85,43,19,36,28,46,44,27,75
783,66,43,66,65,82,40,61,55,84,43,53,37,61,50,49,61,70,28,60,89,63,59,28,50,49,76,92,86,38,63,19,53,69,75
784,62,40,75,64,37,51,63,48,39,35,55,43,52,43,32,55,63,26,59,37,76,47,39,49,52,79,52,32,45,34,47,66,46,77
785,88,26,59,23,13,79,79,30,24,11,15,21,46,29,14,20,53,25,13,15,72,38,21,14,72,72,22,26,17,18,47,19,28,58
786,68,66,71,59,56,59,48,68,69,45,65,64,56,45,40,70,61,65,49,56,67,58,62,38,42,71,50,55,36,48,65,70,48,77
787,62,42,73,42,29,68,68,26,34,29,51,69,45,36,24,33,44,39,49,35,71,47,35,36,68,78,42,31,26,33,53,55,22,75
788,65,75,78,64,72,59,52,71,82,45,70,69,65,51,42,44,69,63,53,78,86,58,63,36,25,66,78,75,36,63,59,81,49,79
789,72,42,80,61,52,33,73,55,47,40,63,54,54,48,36,72,79,50,49,52,78,57,41,31,53,78,55,49,21,45,51,59,47,63
790,92,54,71,56,33,48,75,74,46,18,64,63,65,37,22,51,89,51,45,34,65,61,58,24,25,52,43,40,21,30,65,72,50,55
791,52,48,59,65,41,45,58,38,39,48,58,42,51,52,47,61,49,48,43,41,70,45,45,42,52,70,49,34,50,45,52,54,48,66
792,54,47,48,51,35,72,53,23,31,40,59,50,48,40,41,33,31,37,33,36,63,45,52,38,52,67,38,23,46,50,51,49,29,62
793,47,56,82,62,60,45,47,67,49,53,57,52,51,55,53,69,62,56,47,61,77,59,50,40,34,84,69,48,50,48,56,65,47,65
794,69,60,78,51,46,46,58,56,48,33,59,43,59,55,40,28,65,57,54,52,74,56,55,44,25,76,67,43,39,44,71,65,46,81
795,36,69,77,55,58,70,37,46,59,61,54,42,51,64,67,50,46,66,40,55,74,59,62,48,40,74,43,45,57,61,68,60,38,69
796,53,74,74,37,53,68,36,54,44,44,34,28,54,54,50,27,57,78,28,53,76,60,74,41,41,87,57,28,48,62,82,47,31,57
797,72,35,64,46,52,49,66,37,43,34,38,48,49,40,37,50,54,31,34,58,70,47,32,30,63,66,59,48,33,34,31,38,40,63
798,60,66,61,22,67,80,41,39,75,41,25,43,60,56,48,2,39,77,15,81,71,54,73,17,58,67,66,54,33,69,78,32,30,90
799,26,28,88,90,77,32,52,57,75,77,79,42,41,61,72,98,56,19,83,83,90,58,6,73,53,94,77,68,74,52,26,63,66,75
800,55,60,79,53,22,84,57,55,31,47,70,71,47,57,52,47,65,60,47,21,82,56,63,44,43,90,14,22,46,51,76,70,31,72
801,46,56,84,59,66,49,46,44,56,57,60,58,56,58,47,52,54,58,69,71,88,64,59,56,31,96,64,45,52,52,66,61,48,87
802,25,63,82,88,70,51,29,49,83,77,81,58,41,66,77,83,37,42,83,65,87,62,32,79,44,93,54,64,81,62,41,75,64,92
803,60,65,72,46,72,53,46,46,68,44,41,40,63,53,48,29,63,78,13,79,83,60,77,17,42,90,83,56,36,62,81,46,40,64
804,45,49,81,71,46,44,54,52,33,68,60,60,49,55,59,87,60,37,52,43,80,57,33,40,44,78,53,30,57,55,48,64,45,73
805,24,70,70,72,66,45,29,64,57,69,61,35,49,74,75,82,42,70,52,64,75,54,55,47,63,81,69,59,74,78,50,69,54,75
806,65,26,47,58,50,18,74,27,53,41,55,44,59,49,34,81,43,26,55,51,61,42,17,43,57,60,70,70,38,36,21,37,56,88
807,55,68,69,66,60,62,42,63,78,53,73,71,60,62,55,59,53,71,44,59,79,64,52,38,45,84,53,67,40,63,59,71,55,72
808,70,62,91,62,50,73,54,56,70,58,62,66,60,55,56,43,79,60,29,42,93,66,58,39,35,97,36,61,37,61,67,58,38,76
809,49,26,70,71,32,51,59,21,29,43,61,47,35,42,45,70,30,10,56,37,82,42,11,49,80,83,61,27,57,31,32,57,43,70
810,67,53,80,73,25,62,62,62,25,38,72,56,45,52,38,60,72,58,46,22,84,58,50,38,37,77,24,18,36,44,67,75,35,68
811,44,42,66,54,68,45,58,44,58,48,43,30,55,57,58,52,57,43,31,73,69,54,43,38,32,83,79,53,55,58,49,40,61,86
812,80,34,72,42,64,68,77,30,81,38,39,46,54,32,31,42,60,19,29,73,74,46,17,30,69,63,55,59,17,36,41,32,37,89
813,62,46,53,57,39,52,61,50,42,41,52,59,49,34,35,58,46,34,52,38,58,44,36,43,63,61,50,37,38,39,47,57,43,61
814,48,58,78,73,59,45,53,57,57,65,69,58,54,61,62,56,63,46,47,58,83,58,53,40,44,81,63,59,55,70,66,71,60,72
815,38,84,77,69,50,63,25,74,53,63,75,70,52,69,58,40,48,89,61,42,78,64,83,54,36,92,50,37,68,70,85,85,51,83
816,72,47,76,57,36,84,68,43,55,44,59,69,42,39,40,40,58,33,51,43,78,56,41,41,64,88,34,38,40,44,53,60,38,80
817,77,32,64,72,26,37,74,59,22,30,76,61,46,40,27,81,63,26,60,28,67,49,30,56,51,66,38,23,34,23,39,65,44,57
818,49,54,74,48,79,50,51,39,65,59,73,73,66,66,58,33,59,69,33,81,95,62,67,40,69,98,87,47,38,84,67,63,37,77
819,32,70,85,83,46,53,37,59,50,71,83,70,45,74,71,63,56,61,90,42,92,62,54,69,41,88,39,40,77,71,68,75,54,81
820,56,39,81,73,50,43,53,31,53,47,65,60,42,52,42,85,36,38,59,51,86,53,30,56,87,91,52,41,46,38,42,56,43,72
821,46,51,54,67,60,56,51,50,63,57,65,46,52,55,62,50,59,45,55,70,59,55,41,46,38,56,59,59,62,52,49,57,54,79
822,67,59,77,57,50,66,63,53,47,44,67,82,55,45,46,27,50,46,60,56,85,57,50,32,49,82,45,37,42,55,63,69,39,62
823,62,48,67,61,62,47,59,39,59,45,55,39,52,39,41,66,62,28,70,71,71,52,35,59,54,69,63,58,47,28,54,67,50,66
824,84,64,74,35,15,75,53,60,38,22,41,49,57,46,29,23,71,77,12,17,83,57,68,17,20,75,17,26,22,38,81,50,36,49
825,36,52,69,72,68,40,44,53,67,60,76,66,55,60,59,62,47,58,68,71,78,57,49,56,54,84,75,69,60,58,49,69,54,83
826,62,64,74,48,42,66,62,73,49,36,57,45,55,49,45,24,78,59,42,46,69,59,59,31,15,68,48,38,42,50,68,62,43,60
827,63,45,72,72,48,40,58,77,51,50,82,95,62,42,40,93,59,44,55,48,74,55,40,47,54,73,58,46,39,46,45,78,50,51
828,70,36,79,53,35,59,73,26,43,37,51,41,50,43,42,46,53,31,35,35,90,47,29,38,63,90,43,40,35,50,34,41,35,89
829,51,47,75,76,67,44,48,46,59,51,75,64,50,58,54,65,44,41,78,68,83,54,33,73,62,81,78,61,62,53,45,66,53,74
830,44,62,65,30,48,51,37,29,64,48,28,35,55,57,51,28,35,71,28,50,67,50,63,31,63,58,48,58,45,53,58,36,29,81
831,51,73,75,62,26,79,40,37,40,51,62,52,48,56,40,42,42,78,58,25,81,50,62,58,52,88,28,25,53,52,83,67,29,78
832,68,39,75,57,36,44,67,42,39,39,41,44,48,43,39,69,59,29,30,39,76,47,31,39,48,70,46,43,40,32,38,37,43,51
833,74,51,86,61,39,54,68,73,44,43,63,46,55,51,37,54,74,47,43,41,86,56,51,32,27,91,50,46,34,37,65,67,51,84
834,25,77,83,69,78,55,33,48,90,69,72,59,59,78,78,32,49,86,69,76,89,60,83,66,62,93,69,74,74,92,76,77,49,78
835,39,33,77,79,60,43,57,30,53,52,73,49,46,52,55,58,41,17,81,72,89,52,15,68,52,93,80,55,68,45,37,60,53,86
836,35,52,60,72,57,49,41,47,59,59,65,64,47,53,58,61,35,43,65,61,65,47,39,62,46,61,68,54,80,55,39,68,62,70
837,81,34,77,67,38,50,76,65,40,33,60,60,56,38,30,60,74,22,49,40,77,54,22,34,37,82,51,35,28,34,39,66,52,57
838,63,67,80,47,54,51,43,66,57,42,47,40,53,55,43,39,59,77,32,49,83,61,65,21,45,80,47,39,35,42,78,66,39,73
839,59,57,74,81,59,38,48,53,58,53,86,82,61,55,49,75,67,56,76,67,82,67,49,63,19,83,70,54,60,40,67,84,58,81
840,40,40,57,75,73,22,42,64,70,67,79,58,51,63,67,79,62,43,63,71,42,54,44,54,44,52,77,72,64,70,35,65,78,42
841,62,67,76,48,62,64,48,75,65,49,55,61,60,49,46,39,69,64,33,63,78,64,67,34,34,78,57,47,37,60,71,61,48,52
842,27,41,61,81,47,39,56,37,43,65,77,59,42,64,64,78,39,31,84,48,69,42,28,81,86,60,60,51,75,61,26,71,49,77
843,50,48,62,51,59,55,50,23,54,53,40,38,48,50,48,39,39,38,34,64,74,50,34,30,65,70,73,55,52,58,55,35,47,69
844,74,56,58,43,37,74,55,48,49,36,51,62,52,39,32,41,63,63,27,38,53,51,57,31,50,53,30,38,29,39,68,51,28,45
845,45,58,58,73,65,47,51,70,62,57,80,79,53,57,62,66,74,52,71,66,53,60,50,60,31,54,66,57,59,55,59,78,54,48
846,67,39,83,76,61,41,73,39,46,41,71,67,59,49,39,77,64,31,63,64,94,56,20,51,61,90,75,49,33,45,32,65,50,72
847,33,30,74,66,50,43,53,39,30,72,51,45,42,58,65,74,38,23,34,47,77,43,26,34,79,79,63,31,60,59,31,43,50,70
848,66,54,61,55,23,67,64,66,37,41,59,52,48,42,37,54,69,54,75,27,44,55,57,51,24,55,27,26,41,32,80,67,46,35
849,83,49,75,46,32,67,65,63,47,30,47,79,64,38,24,33,67,54,26,34,88,59,60,12,58,83,37,39,16,42,58,49,32,64
850,29,73,83,79,69,43,34,59,72,66,77,69,54,73,73,81,49,72,75,64,89,65,59,62,53,91,69,60,71,72,61,80,50,80
851,36,86,70,66,67,61,20,62,59,62,71,65,58,75,72,37,39,88,62,68,79,68,78,67,30,89,67,44,76,79,88,70,50,86
852,33,78,66,62,60,69,29,65,79,65,71,72,57,64,68,47,47,79,43,53,73,63,72,42,46,81,43,57,62,80,74,73,44,62
853,34,44,41,76,75,20,45,49,64,61,70,52,53,66,63,72,43,36,73,79,51,50,36,67,55,54,83,64,75,59,25,62,67,78
854,24,77,81,72,25,84,22,63,44,70,81,59,35,69,66,48,32,78,89,21,87,56,65,82,64,86,17,26,82,70,77,77,34,80
855,76,53,67,39,53,45,64,74,53,34,46,65,64,46,37,42,79,63,25,59,69,59,57,26,36,68,61,53,21,50,49,45,48,67
856,59,61,85,48,70,61,45,53,72,53,56,73,63,54,52,31,56,62,21,71,85,61,67,18,54,89,73,57,35,74,68,56,41,80
857,63,53,75,40,48,69,50,39,61,43,40,54,55,43,33,32,42,57,33,52,85,56,58,30,57,96,48,49,34,50,64,50,31,90
858,40,50,71,69,52,51,55,41,58,55,61,55,55,57,56,54,53,47,54,51,75,48,47,50,55,79,57,44,56,70,53,55,45,86
859,71,58,88,72,36,68,68,68,48,35,79,70,57,44,36,43,77,52,58,44,89,58,49,46,31,91,43,43,40,48,51,81,35,71
860,32,48,84,77,71,34,39,58,73,69,73,50,47,66,73,69,56,47,63,63,80,58,47,55,52,81,73,58,71,72,50,71,64,73
861,76,47,64,59,39,54,62,56,44,28,63,57,54,34,23,66,67,46,49,46,61,55,45,39,28,56,60,41,30,29,54,62,50,45
862,60,63,72,58,51,69,46,67,54,55,60,74,56,57,56,44,66,64,39,44,78,64,60,31,33,82,46,42,43,70,65,61,47,60
863,67,48,67,53,40,57,49,40,52,35,43,34,53,45,35,54,50,49,54,40,78,55,44,41,44,72,40,43,49,29,57,51,48,66
864,55,49,80,67,62,32,69,58,52,59,60,50,57,59,48,71,76,49,49,65,78,52,49,33,39,72,69,50,38,46,56,69,53,76
865,83,47,83,68,42,56,72,67,49,26,65,47,54,41,27,79,78,43,62,50,78,59,33,41,37,86,56,44,28,24,54,78,60,72
866,79,39,71,47,62,62,67,35,70,33,55,74,58,35,25,42,57,34,36,62,75,56,43,24,72,78,68,51,17,45,50,51,34,67
867,56,67,70,48,70,58,42,59,54,58,43,50,59,53,52,36,49,65,27,67,69,55,60,24,52,80,74,42,41,67,63,51,38,62
868,21,55,57,80,67,45,32,54,60,69,76,59,47,67,74,75,33,52,82,70,63,56,51,68,48,73,72,60,87,68,49,77,63,84
869,82,41,47,47,54,51,73,52,51,25,48,57,59,34,29,43,67,33,22,57,48,50,42,33,38,46,58,55,23,33,48,47,52,54
870,79,50,67,68,37,50,78,70,29,28,65,59,54,33,30,59,81,44,47,37,65,51,40,44,27,70,49,21,34,24,61,73,43,53
871,34,51,72,81,43,44,58,53,35,69,75,22,40,73,78,82,61,39,72,33,73,53,37,67,41,76,50,28,72,67,55,65,62,66
872,90,31,74,48,41,55,81,48,35,25,45,58,57,27,19,57,72,26,37,51,77,55,21,21,30,78,58,34,17,12,45,53,40,59
873,49,66,56,49,66,53,37,65,64,59,54,48,56,59,53,33,54,68,53,67,61,63,71,43,23,60,64,52,55,65,70,64,59,72
874,86,8,34,52,35,38,88,38,22,29,45,47,48,27,23,82,67,1,29,37,32,43,1,42,51,38,57,42,24,13,11,25,52,29
875,62,57,57,54,47,55,48,58,53,47,57,69,60,45,37,54,59,61,43,52,57,50,59,38,48,58,61,48,41,48,64,63,45,56
876,76,27,76,57,57,42,76,48,59,36,45,54,51,46,37,58,70,20,38,61,63,50,20,38,35,62,55,57,33,26,33,35,53,56
877,69,36,71,58,46,61,73,43,42,27,45,41,50,41,30,43,57,33,40,52,69,50,30,29,49,73,49,42,34,27,41,57,39,64
878,66,50,62,49,46,50,63,54,53,44,39,38,58,43,42,49,69,51,21,50,67,52,47,22,31,57,54,41,37,44,49,49,44,62
879,56,57,73,67,55,53,48,65,46,47,61,43,46,56,50,54,63,61,63,62,73,56,51,52,46,86,63,50,58,43,70,68,55,65
880,49,78,86,62,68,66,35,49,75,53,68,32,55,64,51,48,52,77,73,71,96,67,78,63,31,100,68,58,53,62,83,78,52,94
881,67,57,61,56,48,58,63,42,61,41,69,75,54,42,36,42,64,57,45,56,81,63,51,33,46,79,51,46,28,52,63,62,43,67
882,41,44,72,71,38,51,49,44,47,47,73,43,47,49,49,67,52,36,70,36,78,49,20,63,71,79,50,55,56,42,36,62,40,77
883,25,63,74,57,46,58,40,42,39,64,47,41,46,62,64,46,43,54,50,43,72,52,52,53,50,82,59,29,71,60,59,59,41,73
884,42,60,72,73,59,42,56,53,54,61,68,57,54,59,57,61,60,51,54,57,75,58,50,43,37,83,68,49,59,63,66,72,52,78
885,80,54,80,40,37,72,53,47,42,41,42,58,54,35,27,31,57,47,18,32,89,55,59,17,23,89,39,29,30,47,65,49,28,64
886,50,59,85,71,54,38,44,62,46,57,72,42,52,64,50,70,62,70,70,51,86,57,60,56,29,76,58,38,56,57,74,69,53,45
887,55,75,84,65,67,61,37,57,87,56,71,82,57,55,55,59,47,56,73,69,93,66,53,47,69,93,60,64,52,65,61,74,44,93
888,57,48,68,62,45,46,57,51,42,41,60,48,53,54,48,59,59,42,48,46,79,52,38,43,48,75,61,48,48,49,43,54,48,83
889,37,66,83,65,77,50,34,57,84,66,63,46,56,70,75,41,58,65,55,73,88,62,65,56,25,83,76,68,74,76,61,69,57,86
890,65,21,66,52,36,39,81,25,31,40,33,25,44,41,38,67,52,13,40,38,65,39,13,46,52,77,51,34,42,31,30,29,45,74
891,41,75,76,65,54,67,31,73,54,59,68,41,49,65,59,52,57,74,61,52,77,61,70,61,41,80,48,41,61,62,77,77,55,48
892,52,47,82,76,46,62,57,61,46,56,72,64,44,52,45,63,58,45,71,41,72,54,38,57,51,68,41,33,50,50,47,72,49,69
893,66,54,82,64,61,58,58,52,59,41,65,52,57,55,48,43,56,49,53,60,90,60,43,43,43,90,56,54,43,53,55,63,47,85
894,92,27,43,29,30,80,78,29,27,21,24,32,48,22,16,48,49,12,19,44,32,43,23,29,59,32,46,35,10,10,27,39,29,63
895,57,59,77,71,49,54,57,50,45,53,61,62,51,48,38,49,57,53,54,52,77,54,52,46,45,83,53,40,47,52,63,73,40,91
896,31,52,89,82,66,68,39,26,81,79,76,51,40,62,72,83,44,34,42,64,100,56,15,55,90,98,42,61,63,70,41,61,40,87
897,72,38,69,73,55,53,67,53,64,44,70,56,58,48,45,68,69,35,49,58,80,59,32,47,44,84,54,62,36,52,36,61,56,71
898,73,47,73,48,47,70,64,57,49,36,54,67,56,41,33,39,68,49,29,48,82,59,57,38,50,82,56,48,18,50,57,61,39,80
899,85,50,60,53,64,57,81,45,75,29,54,68,63,32,26,54,68,43,24,71,72,53,39,12,56,72,63,59,13,40,53,60,41,59
